TR102218_c3_g3_i1	sp-Q95334-AMPE_PIG	sp-Q95334-AMPE_PIG Glutamyl aminopeptidase OS=Sus scrofa GN=ENPEP PE=1 SV=1
TR88825_c5_g2_i3	sp-Q8GAI3-MABO1_ARTNI	sp-Q8GAI3-MABO1_ARTNI 4-methylaminobutanoate oxidase (formaldehyde-forming) OS=Arthrobacter nicotinovorans GN=abo PE=1 SV=1
TR88825_c5_g2_i3	sp-Q8GAI3-MABO1_ARTNI	sp-Q8GAI3-MABO1_ARTNI 4-methylaminobutanoate oxidase (formaldehyde-forming) OS=Arthrobacter nicotinovorans GN=abo PE=1 SV=1
TR88825_c5_g2_i3	sp-Q8NCN5-PDPR_HUMAN	sp-Q8NCN5-PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2
TR88825_c5_g2_i3	sp-Q8NCN5-PDPR_HUMAN	sp-Q8NCN5-PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2
TR88825_c5_g2_i4	sp-Q63342-M2GD_RAT	sp-Q63342-M2GD_RAT Dimethylglycine dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Dmgdh PE=1 SV=1
TR88825_c5_g2_i4	sp-Q9UI17-M2GD_HUMAN	sp-Q9UI17-M2GD_HUMAN Dimethylglycine dehydrogenase, mitochondrial OS=Homo sapiens GN=DMGDH PE=1 SV=2
TR88825_c5_g2_i4	sp-Q9DBT9-M2GD_MOUSE	sp-Q9DBT9-M2GD_MOUSE Dimethylglycine dehydrogenase, mitochondrial OS=Mus musculus GN=Dmgdh PE=1 SV=1
TR88825_c5_g2_i4	sp-Q9UL12-SARDH_HUMAN	sp-Q9UL12-SARDH_HUMAN Sarcosine dehydrogenase, mitochondrial OS=Homo sapiens GN=SARDH PE=1 SV=1
TR88825_c5_g2_i4	sp-Q64380-SARDH_RAT	sp-Q64380-SARDH_RAT Sarcosine dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Sardh PE=1 SV=2
TR88825_c5_g2_i4	sp-Q99LB7-SARDH_MOUSE	sp-Q99LB7-SARDH_MOUSE Sarcosine dehydrogenase, mitochondrial OS=Mus musculus GN=Sardh PE=1 SV=1
TR88825_c5_g2_i4	sp-Q8GAI3-MABO1_ARTNI	sp-Q8GAI3-MABO1_ARTNI 4-methylaminobutanoate oxidase (formaldehyde-forming) OS=Arthrobacter nicotinovorans GN=abo PE=1 SV=1
TR88825_c5_g2_i4	sp-O46504-PDPR_BOVIN	sp-O46504-PDPR_BOVIN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Bos taurus GN=PDPR PE=1 SV=1
TR88825_c5_g2_i4	sp-Q7TSQ8-PDPR_MOUSE	sp-Q7TSQ8-PDPR_MOUSE Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Mus musculus GN=Pdpr PE=1 SV=1
TR88825_c5_g2_i4	sp-Q8NCN5-PDPR_HUMAN	sp-Q8NCN5-PDPR_HUMAN Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial OS=Homo sapiens GN=PDPR PE=1 SV=2
TR90369_c5_g2_i5	sp-Q9Z136-TSC1_RAT	sp-Q9Z136-TSC1_RAT Hamartin OS=Rattus norvegicus GN=Tsc1 PE=1 SV=1
TR90369_c5_g2_i5	sp-Q9Z136-TSC1_RAT	sp-Q9Z136-TSC1_RAT Hamartin OS=Rattus norvegicus GN=Tsc1 PE=1 SV=1
TR90369_c5_g2_i5	sp-Q9EP53-TSC1_MOUSE	sp-Q9EP53-TSC1_MOUSE Hamartin OS=Mus musculus GN=Tsc1 PE=1 SV=1
TR90369_c5_g2_i5	sp-Q9EP53-TSC1_MOUSE	sp-Q9EP53-TSC1_MOUSE Hamartin OS=Mus musculus GN=Tsc1 PE=1 SV=1
TR90369_c5_g2_i5	sp-Q92574-TSC1_HUMAN	sp-Q92574-TSC1_HUMAN Hamartin OS=Homo sapiens GN=TSC1 PE=1 SV=2
TR90369_c5_g2_i5	sp-Q92574-TSC1_HUMAN	sp-Q92574-TSC1_HUMAN Hamartin OS=Homo sapiens GN=TSC1 PE=1 SV=2
TR93915_c5_g2_i3	sp-Q9HDZ5-YKP9_SCHPO	sp-Q9HDZ5-YKP9_SCHPO CRAL-TRIO domain-containing protein C589.09, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC589.09 PE=3 SV=1
TR93915_c5_g2_i3	sp-Q757H2-CSR1_ASHGO	sp-Q757H2-CSR1_ASHGO Phosphatidylinositol transfer protein CSR1 OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) GN=CSR1 PE=3 SV=2
TR93915_c5_g2_i3	sp-Q06705-CSR1_YEAST	sp-Q06705-CSR1_YEAST Phosphatidylinositol transfer protein CSR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CSR1 PE=1 SV=1
TR93915_c5_g2_i3	sp-Q10138-YAS2_SCHPO	sp-Q10138-YAS2_SCHPO CRAL-TRIO domain-containing protein C3H8.02 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC3H8.02 PE=1 SV=1
TR93915_c5_g2_i3	sp-Q55CU8-RSC5_DICDI	sp-Q55CU8-RSC5_DICDI Random slug protein 5 OS=Dictyostelium discoideum GN=rsc5 PE=2 SV=1
TR93915_c5_g2_i3	sp-Q29JQ0-RETM_DROPS	sp-Q29JQ0-RETM_DROPS Protein real-time OS=Drosophila pseudoobscura pseudoobscura GN=retm PE=3 SV=1
TR93915_c5_g2_i3	sp-P33324-YKJ1_YEAST	sp-P33324-YKJ1_YEAST CRAL-TRIO domain-containing protein YKL091C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL091C PE=1 SV=2
TR93915_c5_g2_i3	sp-Q9VMD6-RETM_DROME	sp-Q9VMD6-RETM_DROME Protein real-time OS=Drosophila melanogaster GN=retm PE=1 SV=2
TR93915_c5_g2_i3	sp-Q10137-SEC14_SCHPO	sp-Q10137-SEC14_SCHPO Sec14 cytosolic factor OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=sec14 PE=3 SV=1
TR93915_c5_g2_i3	sp-P53989-SEC14_CANGA	sp-P53989-SEC14_CANGA SEC14 cytosolic factor OS=Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) GN=SEC14 PE=3 SV=1
TR95936_c4_g1_i4	sp-Q5RBR6-SPRY3_PONAB	sp-Q5RBR6-SPRY3_PONAB SPRY domain-containing protein 3 OS=Pongo abelii GN=SPRYD3 PE=2 SV=1
TR95936_c4_g1_i4	sp-Q8NCJ5-SPRY3_HUMAN	sp-Q8NCJ5-SPRY3_HUMAN SPRY domain-containing protein 3 OS=Homo sapiens GN=SPRYD3 PE=1 SV=2
TR95936_c4_g1_i4	sp-Q6VN20-RBP10_HUMAN	sp-Q6VN20-RBP10_HUMAN Ran-binding protein 10 OS=Homo sapiens GN=RANBP10 PE=1 SV=1
TR95936_c4_g1_i4	sp-A3KMV8-RBP10_BOVIN	sp-A3KMV8-RBP10_BOVIN Ran-binding protein 10 OS=Bos taurus GN=RANBP10 PE=2 SV=1
TR95936_c4_g1_i4	sp-Q6VN19-RBP10_MOUSE	sp-Q6VN19-RBP10_MOUSE Ran-binding protein 10 OS=Mus musculus GN=Ranbp10 PE=1 SV=2
TR95951_c0_g1_i2	sp-Q9P232-CNTN3_HUMAN	sp-Q9P232-CNTN3_HUMAN Contactin-3 OS=Homo sapiens GN=CNTN3 PE=1 SV=3
TR95951_c0_g1_i2	sp-Q9P232-CNTN3_HUMAN	sp-Q9P232-CNTN3_HUMAN Contactin-3 OS=Homo sapiens GN=CNTN3 PE=1 SV=3
TR95951_c0_g1_i2	sp-Q62845-CNTN4_RAT	sp-Q62845-CNTN4_RAT Contactin-4 OS=Rattus norvegicus GN=Cntn4 PE=1 SV=1
TR95951_c0_g1_i2	sp-Q98902-L1CAM_TAKRU	sp-Q98902-L1CAM_TAKRU Neural cell adhesion molecule L1 OS=Takifugu rubripes GN=l1cam PE=3 SV=1
TR95951_c0_g1_i2	sp-Q8IWV2-CNTN4_HUMAN	sp-Q8IWV2-CNTN4_HUMAN Contactin-4 OS=Homo sapiens GN=CNTN4 PE=1 SV=1
TR95951_c0_g1_i2	sp-Q8IWV2-CNTN4_HUMAN	sp-Q8IWV2-CNTN4_HUMAN Contactin-4 OS=Homo sapiens GN=CNTN4 PE=1 SV=1
TR95951_c0_g1_i2	sp-Q9JMB8-CNTN6_MOUSE	sp-Q9JMB8-CNTN6_MOUSE Contactin-6 OS=Mus musculus GN=Cntn6 PE=1 SV=2
TR95951_c0_g1_i2	sp-Q9UQ52-CNTN6_HUMAN	sp-Q9UQ52-CNTN6_HUMAN Contactin-6 OS=Homo sapiens GN=CNTN6 PE=1 SV=1
TR95951_c0_g1_i2	sp-Q69Z26-CNTN4_MOUSE	sp-Q69Z26-CNTN4_MOUSE Contactin-4 OS=Mus musculus GN=Cntn4 PE=1 SV=2
TR95951_c0_g1_i2	sp-Q90W79-CNTN5_CHICK	sp-Q90W79-CNTN5_CHICK Contactin-5 OS=Gallus gallus GN=CNTN5 PE=1 SV=1
TR95951_c0_g1_i2	sp-Q62682-CNTN3_RAT	sp-Q62682-CNTN3_RAT Contactin-3 OS=Rattus norvegicus GN=Cntn3 PE=1 SV=1
TR95951_c0_g1_i2	sp-Q62682-CNTN3_RAT	sp-Q62682-CNTN3_RAT Contactin-3 OS=Rattus norvegicus GN=Cntn3 PE=1 SV=1
TR95951_c0_g1_i2	sp-P20241-NRG_DROME	sp-P20241-NRG_DROME Neuroglian OS=Drosophila melanogaster GN=Nrg PE=1 SV=2
TR95951_c0_g1_i2	sp-P20241-NRG_DROME	sp-P20241-NRG_DROME Neuroglian OS=Drosophila melanogaster GN=Nrg PE=1 SV=2
TR95951_c0_g1_i2	sp-P20241-NRG_DROME	sp-P20241-NRG_DROME Neuroglian OS=Drosophila melanogaster GN=Nrg PE=1 SV=2
TR96323_c4_g1_i2	sp-Q7Z6E9-RBBP6_HUMAN	sp-Q7Z6E9-RBBP6_HUMAN E3 ubiquitin-protein ligase RBBP6 OS=Homo sapiens GN=RBBP6 PE=1 SV=1
TR96323_c4_g1_i2	sp-P97868-RBBP6_MOUSE	sp-P97868-RBBP6_MOUSE E3 ubiquitin-protein ligase RBBP6 OS=Mus musculus GN=Rbbp6 PE=1 SV=5
TR96323_c4_g1_i2	sp-O94264-YORF_SCHPO	sp-O94264-YORF_SCHPO Uncharacterized RING finger protein P8B7.15c OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBP8B7.15c PE=3 SV=1
TR96323_c4_g1_i2	sp-P35728-MPE1_YEAST	sp-P35728-MPE1_YEAST Protein MPE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MPE1 PE=1 SV=1
TR96323_c4_g1_i2	sp-Q32KX7-BMI1_BOVIN	sp-Q32KX7-BMI1_BOVIN Polycomb complex protein BMI-1 OS=Bos taurus GN=BMI1 PE=2 SV=1
TR96323_c4_g1_i2	sp-Q5R8L2-BMI1_PONAB	sp-Q5R8L2-BMI1_PONAB Polycomb complex protein BMI-1 OS=Pongo abelii GN=BMI1 PE=2 SV=1
TR96323_c4_g1_i2	sp-P35226-BMI1_HUMAN	sp-P35226-BMI1_HUMAN Polycomb complex protein BMI-1 OS=Homo sapiens GN=BMI1 PE=1 SV=2
TR96323_c4_g1_i2	sp-Q9TST0-BMI1_FELCA	sp-Q9TST0-BMI1_FELCA Polycomb complex protein BMI-1 OS=Felis catus GN=BMI1 PE=2 SV=1
TR96323_c4_g1_i2	sp-Q9QXK2-RAD18_MOUSE	sp-Q9QXK2-RAD18_MOUSE E3 ubiquitin-protein ligase RAD18 OS=Mus musculus GN=Rad18 PE=1 SV=2
TR96323_c4_g1_i2	sp-Q6CTZ8-RAD18_KLULA	sp-Q6CTZ8-RAD18_KLULA Postreplication repair E3 ubiquitin-protein ligase RAD18 OS=Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) GN=RAD18 PE=3 SV=1
TR96384_c5_g3_i1	sp-Q99572-P2RX7_HUMAN	sp-Q99572-P2RX7_HUMAN P2X purinoceptor 7 OS=Homo sapiens GN=P2RX7 PE=1 SV=4
TR96384_c5_g3_i1	sp-Q9Z1M0-P2RX7_MOUSE	sp-Q9Z1M0-P2RX7_MOUSE P2X purinoceptor 7 OS=Mus musculus GN=P2rx7 PE=1 SV=2
TR96384_c5_g3_i1	sp-Q64663-P2RX7_RAT	sp-Q64663-P2RX7_RAT P2X purinoceptor 7 OS=Rattus norvegicus GN=P2rx7 PE=2 SV=1
